corpus,chunk1,chunk2,chunk3,chunk4
detroitban,de,troi,tb,an
szellemnek,sze,ll,em,nek
emlékezetem,em,lé,kezet,em
emlékezetem,emlék,ez,et,em
katolikusok,kato,li,ku,sok
végezetül,vég,ez,et,ül
önbizalom,ön,biz,al,om
dallasban,da,ll,as,ban
életképes,él,et,kép,es
maradniuk,mar,ad,ni,uk
robertson,rob,er,ts,on
németeket,né,me,te,ket
gondolkodjak,gondol,ko,dj,ak
mondogatom,mon,do,ga,tom
mondogatom,mon,dog,at,om
ritkaság,ri,tk,as,ág
alaposabban,al,ap,os,abban
alaposabban,alap,os,ab,ban
biztosabb,biz,to,sa,bb
határozni,ha,tár,oz,ni
határozni,hat,ár,oz,ni
magánélet,mag,án,él,et
társaságom,tár,sas,ág,om
társaságom,társ,as,ág,om
monitoron,mo,ni,to,ron
monitoron,mo,ni,tor,on
monitoron,mon,it,or,on
kolostorban,ko,los,tor,ban
kolostorban,ko,lost,or,ban
kolostorban,kol,os,tor,ban
pakoljatok,pa,kol,ja,tok
futtatni,fu,tt,at,ni
sejtette,se,jt,et,te
franciaországot,fran,cia,ország,ot
egyetemes,egy,et,em,es
adrenalint,ad,ren,al,int
terápián,te,rá,pi,án
iskolája,is,ko,lá,ja
melyikben,mel,yi,kb,en
lafayette,la,fay,et,te
rejtetted,re,jt,et,ted
mondogattam,mon,dog,at,tam
kétbalkezes,ké,tb,al,kezes
kabátban,ka,bá,tb,an
robbanóanyagot,robbanó,an,ya,got
indultok,in,du,lt,ok
félvállról,fél,vá,ll,ról
ugyanannyit,ugy,an,an,nyit
alkatrészeket,al,kat,része,ket
alkatrészeket,al,kat,részek,et
alkatrészeket,alkat,ré,sze,ket
személyiséget,sze,mély,is,éget
személyiséget,személy,is,ég,et
vállaltad,vá,ll,al,tad
vállaltad,vá,ll,alt,ad
mondhatott,mond,ha,to,tt
városokban,vá,ro,sok,ban
városokban,vár,os,ok,ban
végignézte,vég,ig,néz,te
mestered,me,st,er,ed
genevieve,gen,ev,ie,ve
haverjaim,ha,ver,ja,im
hiányoztatok,hiány,oz,ta,tok
továbbléptem,to,vá,bb,léptem
maradhatnál,mar,ad,hat,nál
helyettesíti,hely,ette,sí,ti
helyettesíti,helyet,te,sí,ti
naprendszer,na,pr,end,szer
nyilatkozott,nyilat,ko,zo,tt
foglaltak,fog,la,lt,ak
maradhatott,ma,radha,to,tt
maradhatott,mar,ad,hat,ott
maradhatott,marad,ha,to,tt
sietősen,si,et,ős,en
folytathatom,folyt,at,ha,tom
folytathatom,folyt,at,hat,om
valóságosnak,valós,ág,os,nak
nevettess,ne,ve,tt,ess
nevettess,ne,vet,te,ss
állampolgárok,ál,lam,polgár,ok
állampolgárok,áll,am,polgár,ok
tudomására,tu,do,más,ára
tudomására,tu,dom,ás,ára
tudomására,tud,om,ás,ára
antonius,an,to,ni,us
gyanúsítottakat,gyanúsít,ot,ta,kat
gyanúsítottakat,gyanúsít,ot,tak,at
gyanúsítottakat,gyanúsít,ott,ak,at
indokolt,in,do,ko,lt
abbahagyjuk,ab,ba,hagyj,uk
támadásokat,támad,ás,ok,at
jussanak,ju,ss,an,ak
edényeket,ed,én,ye,ket
agyrázkódás,agy,ráz,kód,ás
tökéletesség,tök,él,etess,ég
tökéletesség,tök,élet,ess,ég
tökéletesség,tök,élete,ss,ég
engedhettem,enged,he,tt,em
haverommal,ha,ve,rom,mal
haverommal,ha,ver,om,mal
haverommal,have,ro,mm,al
ajánljuk,aj,án,lj,uk
gondolatban,gon,dol,at,ban
hatásköre,hat,ás,kö,re
útmutató,út,mu,ta,tó
birtokolja,bi,rt,okol,ja
fogalmazott,fog,alma,zo,tt
nővérednek,nő,vér,ed,nek
pirulákat,pi,ru,lá,kat
tanulást,ta,nu,lá,st
gondolattól,gon,dol,at,tól
forrásaim,for,rá,sa,im
jelentenie,jel,en,ten,ie
árvaházba,ár,va,ház,ba
csapatomat,csa,pa,tom,at
csapatomat,csa,pat,om,at
csapatomat,csap,at,om,at
fiatalkorúak,fia,tal,korú,ak
fiatalkorúak,fiat,al,korú,ak
szórakozok,szó,rak,oz,ok
szórakozok,szór,ak,oz,ok
helyrehozzam,hely,re,hozz,am
igazolást,iga,zo,lá,st
ruházott,ru,há,zo,tt
lassiter,la,ss,it,er
bővebben,bő,ve,bb,en
keresetet,ke,re,set,et
gyulladás,gyu,ll,ad,ás
foglaljuk,fog,la,lj,uk
magasságban,maga,ss,ág,ban
változtathat,vált,oz,ta,that
szerepeltem,sze,re,pelt,em
gondoltatok,gon,dol,ta,tok
passzolj,pa,ss,zo,lj
pillanattal,pil,la,nat,tal
pillanattal,pil,lan,at,tal
pillanattal,pil,lana,tt,al
szabotálni,szab,ot,ál,ni
faragott,fa,ra,go,tt
fenekére,fe,ne,ké,re
terjeszti,te,rj,esz,ti
fogadásra,fog,ad,ás,ra
kolostor,ko,lo,st,or
utánajárok,után,aj,ár,ok
tartottalak,ta,rt,ott,alak
tartottalak,tart,ot,tal,ak
tartottalak,tart,ott,al,ak
darabjait,da,rab,ja,it
darabjait,dar,ab,ja,it
fényképezni,fény,kép,ez,ni
magasságot,maga,ss,ág,ot
vállalnia,vá,ll,al,nia
mindegyiken,mind,eg,yi,ken
testileg,te,st,il,eg
testvéreddel,te,st,véred,del
testvéreddel,test,vér,ed,del
helyiséget,hely,is,ég,et
épületen,ép,ül,et,en
örökkévaló,örök,ké,va,ló
helyettesem,hel,ye,tt,esem
helyettesem,hely,et,te,sem
helyettesem,helye,tt,es,em
tolvajnak,to,lv,aj,nak
nagymester,nagy,me,st,er
egyvalami,egy,va,la,mi
ilyenekről,il,ye,nek,ről
mennyiséget,menny,is,ég,et
testőrök,te,st,őr,ök
forduljak,for,du,lj,ak
kettőnket,ke,tt,őn,ket
lapáttal,la,pá,tt,al
viszonthallásra,viszont,hall,ás,ra
kapcsolatomat,kapcsol,at,om,at
sajnálatosan,sajnál,at,os,an
értesítettek,ér,te,sí,tettek
rejtőznek,re,jt,őz,nek
kattanva,ka,tt,an,va
stimmelt,st,im,me,lt
értesített,ér,te,sí,tett
értesített,érte,sí,te,tt
veteránok,vet,er,án,ok
tanítottalak,tanít,ot,tal,ak
tanítottalak,tanít,ott,al,ak
fiatalabbak,fia,tal,ab,bak
fiatalabbak,fiat,al,ab,bak
értesítették,ér,te,sí,tették
tarthatnak,ta,rt,hat,nak
maradtatok,mar,ad,ta,tok
yamamoto,ya,ma,mo,to
középpontban,köz,ép,pont,ban
maximálisan,maxi,má,li,san
maximálisan,maxim,ál,is,an
esposito,es,po,si,to
viselted,vi,se,lt,ed
évszázadokon,év,száz,adok,on
évszázadokon,év,század,ok,on
fiatalos,fi,at,al,os
tartozna,ta,rt,oz,na
ragadott,ra,ga,do,tt
koronaherceg,ko,ro,na,herceg
parkoltam,par,ko,lt,am
szupertitkos,szu,pert,it,kos
szupertitkos,szuper,ti,tk,os
lovagolt,lo,va,go,lt
bármelyikőtök,bár,melyik,őt,ök
válóperes,vá,ló,per,es
találjatok,tal,ál,ja,tok
napvilágot,nap,vi,lá,got
tönkreteheti,tönkre,te,he,ti
fiatalembernek,fi,at,al,embernek
fiatalembernek,fia,tal,ember,nek
fiatalembernek,fiat,al,ember,nek
mosakodj,mo,sa,ko,dj
atyaúristen,at,ya,úr,isten
atyaúristen,atya,úr,is,ten
atyaúristen,atya,úr,ist,en
atyaúristen,atya,úri,st,en
pókerezni,pók,er,ez,ni
űrhajósok,űr,ha,jó,sok
űrhajósok,űr,ha,jós,ok
teheneket,te,he,ne,ket
teheneket,te,he,nek,et
ajánlanám,aj,án,lan,ám
menekülésre,me,nek,ülés,re
vérfarkasok,vér,far,ka,sok
testvérednek,te,st,véred,nek
testvérednek,test,vér,ed,nek
látogatóban,lá,to,ga,tóban
kémkedett,kém,ke,de,tt
egyesíteni,egye,sí,te,ni
pillanatokon,pil,lana,tok,on
szemeimet,sze,me,im,et
anyahajó,an,ya,ha,jó
irányíthatatlan,irányít,hat,at,lan
alkalomból,al,kal,om,ból
következni,köve,tk,ez,ni
nénikéje,né,ni,ké,je
rajtakapta,raj,ta,kap,ta
rajtakapta,raj,tak,ap,ta
rajtakapta,rajt,ak,ap,ta
tizenéves,ti,zen,év,es
szánalmasak,szán,al,mas,ak
alkalmazottam,alkalma,zo,tt,am
feketepiacon,fe,ke,te,piacon
feketepiacon,fekete,pi,ac,on
csinálhatta,csi,nál,hat,ta
csinálhatta,csin,ál,hat,ta
hasonlóval,ha,son,ló,val
hasonlóval,has,on,ló,val
tanácsadásra,tan,ács,adás,ra
tanácsadásra,tanács,ad,ás,ra
gyerekkorodban,gyerek,ko,rod,ban
játékosokat,játék,os,ok,at
gitározni,gi,tár,oz,ni
portlandben,port,lan,db,en
teherhajó,te,her,ha,jó
születésnap,szül,et,és,nap
nevessen,ne,ve,ss,en
gazdaságot,gaz,das,ág,ot
vadászatra,vad,ász,at,ra
rákérdeztem,rá,kérd,ezt,em
rákérdeztem,rák,érd,ezt,em
galaxist,ga,la,xi,st
rosszakat,ro,ss,zak,at
főnöködnek,fő,nö,köd,nek
amerikainak,am,erik,ai,nak
amerikainak,am,erik,ain,ak
amerikainak,am,erika,in,ak
amerikainak,ame,ri,kai,nak
oroszokat,or,os,zo,kat
lépcsőházban,lép,cső,ház,ban
nyomozáshoz,nyom,oz,ás,hoz
testvérnek,te,st,vér,nek
haláláig,ha,lá,lá,ig
severide,se,ve,ri,de
bowlingozni,bowl,ing,oz,ni
születésnapomon,szül,et,és,napomon
születésnapomon,születés,na,po,mon
születésnapomon,születés,nap,om,on
realista,re,al,is,ta
munkahelyeden,mun,ka,hely,eden
munkahelyeden,mun,ka,helye,den
munkahelyeden,mun,ka,helyed,en
munkahelyeden,munka,hel,ye,den
munkahelyeden,munka,hely,ed,en
pillanatai,pi,ll,ana,tai
pillanatai,pil,la,na,tai
pillanatai,pil,la,nat,ai
pillanatai,pil,lan,at,ai
eisenhower,ei,sen,how,er
kollégium,ko,ll,égi,um
kollégium,kol,lé,gi,um
ugyanerre,ugy,an,er,re
játszottatok,játsz,ot,ta,tok
játszottatok,játsz,ott,at,ok
ismerősök,is,mer,ős,ök
születésnapomra,születés,nap,om,ra
otthonunkban,otthon,un,kb,an
életemért,él,et,em,ért
üzenetedet,üzen,et,ed,et
holttestemen,ho,lt,teste,men
holttestemen,ho,lt,testem,en
holttestemen,ho,ltt,este,men
holttestemen,ho,ltt,estem,en
holttestemen,hol,tt,este,men
holttestemen,hol,tt,estem,en
holttestemen,holt,test,em,en
fogadáson,fog,ad,ás,on
alkottak,al,ko,tt,ak
tulajdonosának,tulajdon,os,án,ak
házasságnak,háza,ss,ág,nak
bizalommal,biz,al,om,mal
bizalommal,biza,lo,mm,al
kétségei,ké,ts,ég,ei
rendezvényen,rend,ez,vén,yen
bocsátott,bo,csá,to,tt
nevettél,ne,ve,tt,él
amilyenre,am,il,yen,re
amilyenre,am,ily,en,re
dinamikus,di,na,mik,us
kapcsoltam,ka,pc,sol,tam
fibrillál,fi,bri,ll,ál
madridban,ma,dr,id,ban
madridban,mad,ri,db,an
pánikolj,pá,ni,ko,lj
állattal,ál,la,tt,al
dollárban,do,ll,ár,ban
fájdalmasan,fáj,dal,ma,san
fájdalmasan,fáj,dal,mas,an
erőszakról,er,ős,zak,ról
erőszakról,er,ősz,ak,ról
következőre,köve,tk,ez,őre
internetről,int,er,net,ről
robotokat,ro,bo,to,kat
robotokat,ro,bo,tok,at
robotokat,ro,bot,ok,at
robotokat,rob,ot,ok,at
követség,kö,ve,ts,ég
abbahagytad,ab,ba,hagy,tad
vámpírrá,vá,mp,ír,rá
teoretikusok,te,or,etikus,ok
történetemet,történ,et,em,et
álruhában,ál,ru,há,ban
alapjait,al,ap,ja,it
senorita,se,no,ri,ta
követelni,kö,ve,tel,ni
hullámvasút,hu,ll,ám,vasút
hullámvasút,hull,ám,vas,út
kolostorba,ko,los,tor,ba
kolostorba,ko,lost,or,ba
kolostorba,kol,os,tor,ba
kaphatott,kap,ha,to,tt
sértegetni,sért,eg,et,ni
magassága,ma,ga,ss,ága
szívrohamban,szív,ro,ham,ban
egyensúlyban,eg,yen,súly,ban
egyensúlyban,egy,en,súly,ban
árverésen,ár,ve,ré,sen
árverésen,ár,ve,rés,en
árverésen,ár,ver,és,en
kapitalista,ka,pi,ta,lista
kapitalista,kap,ital,is,ta
rendeljen,ren,de,lj,en
városának,vár,os,án,ak
pilótának,pi,ló,tán,ak
önmagukat,ön,ma,gu,kat
önmagukat,ön,mag,uk,at
desszertnek,des,sze,rt,nek
továbblépett,to,vá,bb,lépett
kísértetjárta,kísért,et,jár,ta
kísértetjárta,kísérte,tj,ár,ta
értelmesen,ér,tel,me,sen
professzora,pro,fess,zo,ra
professzora,prof,ess,zo,ra
erősebbnek,erő,se,bb,nek
találhatjuk,talál,ha,tj,uk
alkottam,al,ko,tt,am
hazavittem,haza,vi,tt,em
haldokolnak,hal,do,kol,nak
rendellenes,ren,dell,en,es
szörnyetegnek,szörny,et,eg,nek
robbantott,rob,ban,to,tt
kötelezettség,kötelez,et,ts,ég
defektet,de,fe,kt,et
városunkban,város,un,kb,an
stevenson,st,ev,en,son
mortimer,mo,rt,im,er
fodrászhoz,fo,dr,ász,hoz
kavarodás,ka,va,rod,ás
dominique,do,mi,ni,que
végállomás,vég,ál,lo,más
végállomás,vég,áll,om,ás
valamennyien,va,la,mennyi,en
valamennyien,va,lam,ennyi,en
valamennyien,val,am,ennyi,en
őszinteséget,ősz,int,es,éget
együttvéve,egy,üt,tv,éve
olyanokra,oly,an,ok,ra
főszerepet,fő,sze,re,pet
nadrágban,na,dr,ág,ban
szívességből,szív,ess,ég,ből
szívességből,szíve,ss,ég,ből
nyomtatott,nyom,ta,to,tt
degenerált,de,gene,rá,lt
keresnivalója,keres,ni,való,ja
keresnivalója,keresni,va,ló,ja
okozhatnak,ok,oz,hat,nak
károsodott,kár,os,odo,tt
hajtottak,ha,jt,ot,tak
hajtottak,ha,jt,ott,ak
hajtottak,haj,to,tt,ak
nakamura,na,ka,mu,ra
rohadjon,ro,ha,dj,on
létrehoztam,lét,re,hoz,tam
babérokat,ba,bér,ok,at
babérokat,bab,ér,ok,at
vonalakat,von,al,ak,at
mindemellett,min,de,melle,tt
főnökömet,fő,nö,kö,met
hónapokon,hó,nap,ok,on
folytathatja,folyt,at,hat,ja
alkalomhoz,al,kal,om,hoz
indiaiak,in,di,ai,ak
ismerkedj,is,mer,ke,dj
maradhasson,ma,radha,ss,on
maradhasson,mar,ad,has,son
maradhasson,marad,ha,ss,on
fájdalmaim,fáj,dal,ma,im
birodalomban,bi,ro,dalom,ban
partinak,pa,rt,in,ak
nobunaga,no,bu,na,ga
nézegetni,néz,eg,et,ni
ajánlást,aj,án,lá,st
sebességre,seb,ess,ég,re
sebességre,sebe,ss,ég,re
kollégiumban,kol,légi,um,ban
középiskolát,közép,is,ko,lát
változatos,vált,oz,at,os
célpontokat,cél,pont,ok,at
regionális,reg,ion,ál,is
időtöltés,id,őt,ölt,és
személyeket,szem,él,ye,ket
rendőrségről,rend,őrs,ég,ről
tetovált,te,to,vá,lt
teliholdkor,te,li,hold,kor
következőket,köve,tk,ez,őket
hivatala,hi,va,ta,la
idősebbnek,idő,se,bb,nek
sebesülteket,seb,es,ültek,et
sebesülteket,sebe,sül,te,ket
sebesülteket,sebes,ül,te,ket
épületnek,ép,ül,et,nek
ingatlanos,ing,at,la,nos
ingatlanos,ing,at,lan,os
mostohaapám,mos,to,ha,apám
rendőrtisztet,rend,őr,tiszt,et
újjászületés,újjá,szül,et,és
ezermester,ezer,me,st,er
hétvégenként,hé,tv,égen,ként
hétvégenként,hét,vég,en,ként
kerekeket,ke,re,ke,ket
jeanette,je,an,et,te
élőhalott,élő,ha,lo,tt
paradise,pa,ra,di,se
járhatott,jár,ha,to,tt
személyiséged,személy,is,ég,ed
csapatomban,csa,pa,tom,ban
csapatomban,csa,pat,om,ban
csapatomban,csap,at,om,ban
hadihajó,ha,di,ha,jó
olyasmiről,oly,as,mi,ről
egyikőtöket,egyik,őt,ök,et
hatástalan,hat,ás,ta,lan
hatástalan,hat,ás,tal,an
barátomhoz,ba,rá,tom,hoz
stabilak,st,ab,il,ak
kérdezősködj,kérdez,ős,kö,dj
ugyanakkora,ugy,an,ak,kora
ugyanakkora,ugyan,ak,ko,ra
adatokkal,ad,at,ok,kal
részekben,ré,sze,kb,en
melleimet,me,ll,ei,met
mondatban,mon,da,tb,an
félretettem,fél,re,tett,em
félretettem,félre,te,tt,em
láthatóak,lát,ha,tó,ak
barátodról,ba,rá,tod,ról
pakoltam,pa,ko,lt,am
villanás,vi,ll,an,ás
hivatalnak,hi,va,tal,nak
hivatalnak,hiv,at,al,nak
hozzámentél,hozz,ám,en,tél
kereshet,ke,re,sh,et
neurális,ne,ur,ál,is
riportert,ri,por,te,rt
riportert,rip,or,te,rt
vásárlást,vá,sár,lá,st
halottakkal,hal,ot,tak,kal
halottakkal,hal,ott,ak,kal
halottakkal,halo,tt,ak,kal
fogaidat,fo,ga,id,at
foltokat,fo,lt,ok,at
pártatlan,pá,rt,at,lan
városunkat,vá,ro,sun,kat
városunkat,vár,os,un,kat
magyarázta,mag,ya,ráz,ta
hangpostára,hang,po,st,ára
félreértette,fél,re,ér,tette
félreértette,fél,re,ért,ette
félreértette,félre,ért,et,te
tiszteletemet,tisztel,et,em,et
válladon,vá,ll,ad,on
profilja,pr,of,il,ja
dollárja,do,ll,ár,ja
tanulási,ta,nu,lá,si
tartalmazott,tart,alma,zo,tt
edzőterem,edz,őt,er,em
magabiztosan,ma,ga,biztos,an
magabiztosan,maga,biz,to,san
álomszuszék,ál,om,szu,szék
szereteted,sze,re,te,ted
szereteted,szer,et,et,ed
stukkert,st,uk,ke,rt
fenntartja,fenn,ta,rt,ja
finomabban,fin,om,ab,ban
jelvénye,je,lv,én,ye
constantine,con,stan,ti,ne
rokonaim,ro,ko,na,im
vitatkoznak,vita,tk,oz,nak
katarina,ka,ta,ri,na
holloway,ho,ll,ow,ay
főszereplője,fő,szerep,lő,je
finomság,fi,no,ms,ág
csalódottak,csa,ló,dot,tak
csalódottak,csaló,do,tt,ak
láthatatlanok,láthat,at,lan,ok
önmagadat,ön,mag,ad,at
töltényeket,tölt,én,ye,ket
tartanál,ta,rt,an,ál
személyiségem,személy,is,ég,em
szexualitás,sze,xu,alit,ás
rávettél,rá,ve,tt,él
karjaimba,kar,ja,im,ba
hálaadásra,há,la,adás,ra
hálaadásra,hála,ad,ás,ra
informátorom,in,formát,or,om
analízis,an,al,íz,is
vietnami,vi,et,na,mi
harapást,ha,ra,pá,st
iskolára,is,ko,lá,ra
fulladni,fu,ll,ad,ni
másolatok,má,so,la,tok
másolatok,má,sol,at,ok
állapotom,ál,la,po,tom
állapotom,ál,lap,ot,om
állapotom,áll,ap,ot,om
intézkedjen,intéz,ke,dj,en
hozhatjuk,hoz,ha,tj,uk
családoknak,csa,lá,dok,nak
alkoholos,al,ko,ho,los
alkoholos,al,ko,hol,os
iskolához,is,ko,lá,hoz
iskolához,is,kol,áh,oz
csapatjátékos,csa,pat,játék,os
csapatjátékos,csap,at,játék,os
értesítettük,ér,te,sí,tettük
változna,vá,lt,oz,na
világokat,vi,lá,go,kat
okozhatott,ok,oz,hat,ott
okozhatott,okoz,ha,to,tt
nyomozásról,nyom,oz,ás,ról
hallatán,ha,ll,at,án
milliárdokat,milli,ár,do,kat
milliárdokat,milli,ár,dok,at
harapnivalót,ha,rap,ni,valót
égbolton,ég,bo,lt,on
tartoztak,ta,rt,oz,tak
képességeket,kép,ess,égek,et
képességeket,képe,ss,égek,et
kevertem,ke,ve,rt,em
tetthelyet,te,tt,hely,et
házasságba,háza,ss,ág,ba
vádemelés,vá,de,mel,és
korlátolt,kor,lá,to,lt
jelenléted,jel,en,lé,ted
jelenléted,jel,en,lét,ed
kapcsolatokról,kapcsol,at,ok,ról
kapjatok,ka,pj,at,ok
magazinok,ma,gaz,in,ok
magazinok,mag,az,in,ok
karjaidban,kar,ja,id,ban
karjaidban,kar,jai,db,an
szektorba,sze,kt,or,ba
hadjárat,ha,dj,ár,at
nagykövetet,nagy,kö,vet,et
maradásra,mar,ad,ás,ra
terjedni,te,rj,ed,ni
egyenruhája,egyen,ru,há,ja
magazinnak,ma,gaz,in,nak
magazinnak,mag,az,in,nak
magyaráztam,mag,ya,ráz,tam
azonosak,az,on,os,ak
mesterlövészek,me,st,er,lövészek
fegyvertelenül,fegyver,tel,en,ül
láthattuk,lát,ha,tt,uk
harcosokat,harc,os,ok,at
méltóságteljes,méltóság,te,lj,es
mellkasa,me,ll,ka,sa
mobilokat,mo,bi,lo,kat
ügyvédjének,ügy,véd,jé,nek
pillanatom,pi,ll,an,atom
pillanatom,pi,ll,ana,tom
pillanatom,pil,la,na,tom
pillanatom,pil,la,nat,om
pillanatom,pil,lan,at,om
csinálhatnak,csi,nál,hat,nak
csinálhatnak,csin,ál,hat,nak
tárgyalásom,tárgy,al,ás,om
épületről,ép,ül,et,ről
csinálniuk,csi,nál,ni,uk
csinálniuk,csin,ál,ni,uk
tanultuk,ta,nu,lt,uk
tarthatok,ta,rt,ha,tok
tarthatok,ta,rt,hat,ok
adottság,ad,ot,ts,ág
főbejáraton,főbe,jár,at,on
védtelenül,véd,tel,en,ül
pénzügyileg,pénz,ügy,il,eg
ismerete,is,me,re,te
hallható,ha,ll,ha,tó
dióhéjban,di,óh,éj,ban
dióhéjban,dió,hé,jb,an
egyetértettünk,eg,ye,tér,tettünk
egyetértettünk,eg,ye,tért,ettünk
egyetértettünk,egy,et,ér,tettünk
egyetértettünk,egy,et,ért,ettünk
raktárat,ra,kt,ár,at
hozzászokott,hozz,ász,ok,ott
keveredj,ke,ve,re,dj
küldetésnek,küld,et,és,nek
haladjanak,hal,ad,ja,nak
haladjanak,hal,ad,jan,ak
haladjanak,hal,adj,an,ak
erőszakért,er,ős,zak,ért
erőszakért,er,ősz,ak,ért
salvador,sa,lv,ad,or
németországból,né,met,ország,ból
rendeletet,ren,del,et,et
műveltem,mű,ve,lt,em
nyomozással,nyom,oz,ás,sal
nyomozással,nyom,oz,áss,al
szuperhősök,szu,per,hős,ök
fogadjam,fo,ga,dj,am
viseljem,vi,se,lj,em
humorista,hu,mor,is,ta
tehetségkutató,tehetség,ku,ta,tó
vádlottak,vád,lo,tt,ak
működteti,mű,köd,te,ti
hajtogatod,haj,to,ga,tod
humorérzéked,hu,mor,érzék,ed
vitatott,vi,ta,to,tt
szemetesben,sze,me,te,sben
szabadultam,szab,adu,lt,am
forgalomban,for,gal,om,ban
munkaköri,mun,ka,kö,ri
kapcsolatukat,kapcsol,at,uk,at
nyomozásba,nyom,oz,ás,ba
sokféleképpen,sok,féle,kép,pen
sokféleképpen,sok,félek,ép,pen
sokféleképpen,sok,félek,épp,en
alsónemű,al,só,ne,mű
változom,vá,lt,oz,om
könyvesboltban,könyv,es,bolt,ban
nevelkedett,nevel,ke,de,tt
értesítettem,ér,te,sí,tettem
értesítettem,érte,sí,tett,em
tudhatott,tud,ha,to,tt
gondolkozott,gondol,ko,zo,tt
oklahoma,ok,la,ho,ma
műsorában,mű,so,rá,ban
következem,köve,tk,ez,em
parlamenti,par,la,men,ti
parlamenti,par,lam,en,ti
semminél,se,mm,in,él
hozzáférésem,hozzá,fér,és,em
gyanúsítanak,gyanú,sí,ta,nak
gyanúsítanak,gyanú,sí,tan,ak
mindkettőre,mind,ke,tt,őre
bántottalak,bánt,ot,tal,ak
bántottalak,bánt,ott,al,ak
számíthattam,számít,ha,tt,am
sorozatgyilkosok,so,roz,at,gyilkosok
sorozatgyilkosok,sor,oz,at,gyilkosok
mobilomon,mo,bi,lo,mon
nagykövetségen,nagy,köve,ts,égen
birtokán,bi,rt,ok,án
louisiana,lo,ui,si,ana
baszódjon,ba,szó,dj,on
pompomlány,po,mp,om,lány
abbahagyhatod,abba,hagy,ha,tod
állásinterjúra,áll,ás,interjú,ra
hangosabb,han,go,sa,bb
ismerjem,is,me,rj,em
veronika,ve,ro,ni,ka
szórólapokat,szó,róla,po,kat
szórólapokat,szóról,ap,ok,at
adrianna,ad,ri,an,na
házassággal,háza,ss,ág,gal
vallomásra,val,lo,más,ra
vallomásra,vall,om,ás,ra
fogadalom,fo,ga,dal,om
fogadalom,fog,ad,al,om
dinamitot,di,na,mit,ot
dinamitot,di,nam,it,ot
csatamezőn,csa,tam,ez,őn
félretett,fél,re,te,tt
autóbalesetet,au,tó,bal,esetet
autóbalesetet,au,tó,baleset,et
autóbalesetet,autó,bal,es,etet
autóbalesetet,autó,bal,eset,et
muhammad,mu,ha,mm,ad
pillanatról,pil,la,nat,ról
pillanatról,pil,lan,at,ról
tetteted,te,tt,et,ed
nyomozásnak,nyom,oz,ás,nak
teremtettem,te,rem,tett,em
teremtettem,terem,te,tt,em
családomért,csa,lá,do,mért
családomért,csa,lá,dom,ért
energiára,en,er,gi,ára
motivált,mo,ti,vá,lt
willoughby,wil,lo,ugh,by
időjárásról,idő,jár,ás,ról
nevetségesnek,neve,ts,ég,esnek
kamerának,ka,me,rá,nak
kamerának,ka,mer,án,ak
egyenesben,eg,ye,ne,sben
hatalmával,ha,tal,má,val
hatalmával,hat,al,má,val
egyenlően,eg,yen,lő,en
egyenlően,egy,en,lő,en
original,or,ig,in,al
haragudott,ha,ragu,do,tt
haragudott,hara,gu,do,tt
csinálhatnál,csi,nál,hat,nál
csinálhatnál,csin,ál,hat,nál
személyeset,sze,mély,es,et
személyeset,szem,él,ye,set
személyeset,szem,él,yes,et
őrületet,őr,ül,et,et
sokminden,so,km,in,den
érettebb,ér,et,te,bb
birtokolni,bi,rt,okol,ni
keseredve,ke,se,red,ve
keseredve,ke,ser,ed,ve
keseredve,kes,er,ed,ve
monitort,mo,ni,to,rt
félreérti,fél,re,ér,ti
mohammed,mo,ha,mm,ed
softball,so,ft,ba,ll
eshetőségre,eshet,ős,ég,re
papírokkal,pap,ír,ok,kal
maradhattam,ma,radha,tt,am
maradhattam,mar,ad,hat,tam
maradhattam,marad,ha,tt,am
államokból,ál,lam,ok,ból
államokból,áll,am,ok,ból
haverjaival,ha,ver,jai,val
haverjaival,ha,verj,ai,val
haverjaival,have,rj,ai,val
haverjaival,haver,ja,iv,al
éltessen,él,te,ss,en
korábbról,ko,rá,bb,ról
csapással,csa,pá,ss,al
kamionos,ka,mi,on,os
sikertelenül,siker,tel,en,ül
testvéreket,te,st,vére,ket
haveromat,ha,ve,rom,at
haveromat,ha,ver,om,at
középsuliban,köz,ép,suli,ban
középsuliban,közép,su,li,ban
anarchista,an,arc,his,ta
anarchista,an,arch,is,ta
erőszakosan,er,ős,zak,osan
erőszakosan,er,ősz,ak,osan
erőszakosan,erős,zak,os,an
tesztoszteron,teszt,oszt,er,on
gondolataiban,gondol,at,ai,ban
táncparketten,tánc,par,ket,ten
táncparketten,tánc,park,et,ten
hírnevemet,hír,ne,ve,met
találomra,tal,ál,om,ra
informált,in,for,má,lt
történetedet,történ,et,ed,et
munkahelye,mun,ka,hel,ye
esedezem,es,ed,ez,em
csinálhattam,csi,nál,hat,tam
csinálhattam,csin,ál,hat,tam
csinálhattam,csinál,ha,tt,am
vallomásom,val,lo,más,om
vallomásom,vall,om,ás,om
folytathatod,folyt,at,ha,tod
jeleneteket,jele,ne,te,ket
rejtegetnek,re,jt,eget,nek
rejtegetnek,rejt,eg,et,nek
mestermű,me,st,er,mű
hallgattad,hall,ga,tt,ad
kettesen,ke,tt,es,en
forgalomba,for,gal,om,ba
országunkban,ország,un,kb,an
energiaforrás,en,er,gia,forrás
nagyvárosi,nagy,vá,ro,si
szabadnapom,szab,ad,nap,om
államtitkár,állam,ti,tk,ár
