corpus,chunk1,chunk2,chunk3,score,joke
üzenetrögzítő,üzen,et,rögzítő,,
másiktól,má,sik,tól,,
csapatommal,csa,pa,tommal,,
csapatommal,csap,atom,mal,,
csapatommal,csapat,om,mal,,
bizonyítottam,bizonyít,ot,tam,,
bizonyítottam,bizonyít,ott,am,,
rooster,roo,st,er,,
ingedet,ing,ed,et,,
világháborús,világ,há,borús,,
vallomásokat,val,lo,másokat,,
vallomásokat,vallom,ások,at,,
vallomásokat,vallomás,ok,at,,
vezetésre,vezet,és,re,3,vezet és re
nagykövete,nagy,köve,te,2,
csajozni,csaj,oz,ni,,
melóba,me,ló,ba,,
valószínűnek,való,színű,nek,3,való színű nek
búvárok,bú,vár,ok,,
nyaralásra,nyaral,ás,ra,,
halliwell,hal,li,well,,
rágondolok,rá,gondol,ok,,
gyűjtötte,gyűjt,öt,te,,
egyesülnek,eg,yes,ülnek,,
egyesülnek,egy,es,ülnek,,
egyesülnek,egye,sül,nek,,
egyesülnek,egyes,ül,nek,2,
fényesebb,fénye,se,bb,,
érdekét,ér,de,két,2,
gianni,gi,an,ni,,
építsenek,épít,se,nek,2,
találgass,talál,ga,ss,,
bypass,by,pa,ss,,
ikertestvérem,iker,test,vérem,,
ikertestvérem,iker,testvér,em,,
készülődj,ké,szülő,dj,,
készülődj,kész,ülő,dj,,
döntésedet,döntés,ed,et,,
házasságtörés,házasság,tör,és,,
építészet,épít,ész,et,,
orvostanhallgató,orvos,tan,hallgató,,
orvostanhallgató,orvost,an,hallgató,,
határtól,ha,tár,tól,2,
határtól,hat,ár,tól,2,
bináris,bin,ár,is,,
ördögűzés,ördög,űz,és,,
észrevettél,ész,re,vettél,,
észrevettél,észre,vet,tél,,
észrevettél,észre,vett,él,2,
drummond,dr,um,mond,,
hozzányúlni,hozzá,nyúl,ni,,
érzéseinket,érzése,in,ket,,
tervrajzokat,terv,rajzok,at,,
tervrajzokat,tervrajz,ok,at,,
házukba,ház,uk,ba,2,
húzódjanak,húzódj,an,ak,,
főtörzsőrmester,fő,törzs,őrmester,,
főtörzsőrmester,főtörzs,őr,mester,,
névtelenek,név,tele,nek,3,név tele nek
szememre,szem,em,re,,
szorosabban,szoros,ab,ban,,
menekülést,me,nek,ülést,,
államba,ál,lam,ba,,
államba,áll,am,ba,2,
hagyományokat,hagyomány,ok,at,,
számítások,számít,ás,ok,,
molina,mo,li,na,,
carmela,car,me,la,,
alkoholmentes,alkohol,ment,es,,
épületre,épül,et,re,,
kábítószeres,kábító,szer,es,,
mivelhogy,mi,vel,hogy,4,mi vel hogy
fajtám,fa,jt,ám,,
gitáron,gi,tár,on,,
igazságosnak,igazság,os,nak,2,
áramlás,ára,ml,ás,,
koleszterin,kol,eszter,in,,
keresztülmentem,kereszt,ül,mentem,,
keresztülmentem,keresztül,ment,em,2,
rájönnének,rájön,né,nek,,
lőjjön,lő,jj,ön,,
alvilágban,al,világ,ban,2,
csodaországban,csoda,ország,ban,2,
szervert,szer,ve,rt,,
gazdagon,gaz,da,gon,,
gazdagon,gaz,dag,on,,
jövőjére,jövő,jé,re,2,
jobbára,jo,bb,ára,,
jobbára,job,bá,ra,,
abbamaradt,ab,ba,maradt,2,
lábujjhegyen,láb,ujj,hegyen,,
lábujjhegyen,lábujj,heg,yen,,
lábujjhegyen,lábujj,hegy,en,,
carlotta,carl,ot,ta,,
hazaérni,haza,ér,ni,,
kérésed,ké,rés,ed,,
kérésed,kér,és,ed,,
oldanom,old,an,om,,
cserbenhagyott,cserben,hagy,ott,,
desert,de,se,rt,2,
használjanak,használ,ja,nak,,
használjanak,használ,jan,ak,,
használjanak,használj,an,ak,,
műtőasztalon,műtő,asztal,on,,
néznének,néz,né,nek,2,
fektet,fe,kt,et,,
szombatonként,szombat,on,ként,2,
világosak,világ,os,ak,,
szertartáson,szer,tartás,on,,
darabon,da,ra,bon,,
darabon,da,rab,on,,
darabon,dar,ab,on,,
bobbie,bo,bb,ie,,
létrejön,lét,re,jön,2,
tudatban,tud,at,ban,2,
agyamon,agy,am,on,,
táborozni,tábor,oz,ni,,
háttérből,hát,tér,ből,2,
részesült,ré,sze,sült,,
részesült,rész,es,ült,,
kezelésen,keze,lé,sen,,
kezelésen,kezel,és,en,2,
említenem,említ,en,em,,
intézned,int,éz,ned,,
majomnak,maj,om,nak,,
udvariasak,udvari,as,ak,,
hazafiak,haza,fi,ak,,
mehessen,me,hess,en,,
határoz,ha,tár,oz,,
határoz,hat,ár,oz,,
nyulakat,nyu,la,kat,,
rémület,rém,ül,et,,
képviselőnek,kép,viselő,nek,2,
országomban,ország,om,ban,2,
jótanács,jó,tan,ács,,
jótanács,jót,an,ács,,
rajongott,ra,jong,ott,2,
nevadai,ne,va,dai,,
nevadai,ne,vad,ai,,
kínoznak,kín,oz,nak,,
áldozatokról,áldozat,ok,ról,,
kínálni,kín,ál,ni,,
takezo,ta,ke,zo,,
palmert,pal,me,rt,,
lánykori,lány,ko,ri,,
ünneplést,ünnep,lé,st,,
karrieredet,karrier,ed,et,,
nyomukban,nyom,uk,ban,,
pisztolyomat,pisztoly,om,at,,
olyanhoz,oly,an,hoz,,
alkalmazottakat,alkalmazott,ak,at,,
napokba,nap,ok,ba,2,
tolliver,toll,iv,er,,
kézimunka,kézi,mun,ka,,
haladtak,hal,ad,tak,,
apámért,ap,ám,ért,2,
esetből,es,et,ből,,
árulókat,áru,ló,kat,,
valóságnak,valós,ág,nak,,
seannak,se,an,nak,2,
seannak,se,ann,ak,,
halloweeni,hallo,wee,ni,,
személyesnek,sze,mély,esnek,,
személyesnek,személy,es,nek,2,
torrente,tor,ren,te,,
szalagavatóra,szalag,ava,tóra,,
tettettem,te,tt,ettem,,
tettettem,tette,tt,em,,
retkes,re,tk,es,,
haveroddal,have,rod,dal,,
drágakő,dr,ága,kő,,
another,an,ot,her,,
akshay,ak,sh,ay,,
menedékjogot,menedék,jo,got,,
menedékjogot,menedék,jog,ot,,
csapattag,csa,pat,tag,,
csapattag,csap,at,tag,,
flörtöltem,flört,ölt,em,,
képeden,kép,ed,en,2,
jelenni,jel,en,ni,,
rejtegette,rejt,eg,ette,,
rejtegette,rejt,eget,te,,
foglalkozzanak,foglalkozz,an,ak,,
wakefield,wa,ke,field,,
fogadna,fog,ad,na,2,
vonatokat,vonat,ok,at,,
haverodat,have,rod,at,,
büntetésre,büntet,és,re,2,
kardomat,kar,dom,at,,
kardomat,kard,om,at,,
modortalan,modor,ta,lan,,
modortalan,modor,tal,an,,
mentettelek,ment,et,telek,,
szerencsejátékot,szerencse,játék,ot,,
egyetértene,egy,et,értene,,
egyetértene,egyet,érte,ne,2,
anyánkat,any,án,kat,,
prasad,pr,as,ad,,
készpénzre,kész,pénz,re,3,kész pénz re
ügyesebb,ügye,se,bb,,
kezedből,ke,zed,ből,,
delores,del,or,es,,
embereidnek,embere,id,nek,,
rockwell,rock,we,ll,,
csinibaba,csi,ni,baba,,
csinibaba,csini,ba,ba,2,
műsorokat,mű,sorok,at,,
műsorokat,műsor,ok,at,,
kapcsolatból,kapcsol,at,ból,,
színésznőt,szín,ész,nőt,,
követelés,köve,tel,és,,
szemrevaló,szem,re,való,2,
rozoga,ro,zo,ga,,
fülemnek,fül,em,nek,,
sabina,sa,bi,na,,
hadseregtől,had,sereg,től,,
texasból,tex,as,ból,,
képezte,kép,ez,te,2,
férfija,fér,fi,ja,,
sokkalta,sok,kal,ta,,
sokkalta,sokk,al,ta,,
sikered,si,ke,red,,
sikered,sik,er,ed,,
neveteket,ne,vetek,et,,
neveteket,neve,te,ket,2,
mindegyikkel,mind,egyik,kel,2,
vadállatot,vad,állat,ot,,
bocsátanak,bocsát,an,ak,,
kalapomat,kalap,om,at,,
köztársaságot,köz,társaság,ot,,
célpontjai,cél,pont,jai,,
lopjuk,lo,pj,uk,,
kakashi,ka,ka,shi,,
alvilágba,al,világ,ba,2,
pasiddal,pa,sid,dal,,
pasiddal,pas,id,dal,,
pasiddal,pas,idd,al,,
várhatna,vár,hat,na,3,vár hat na
jelére,je,lé,re,,
lámpával,lám,pá,val,,
szereket,sze,re,ket,,
vállamat,váll,am,at,,
sírtak,sí,rt,ak,,
kötelességemnek,kötelesség,em,nek,,
írjatok,ír,ja,tok,,
írjatok,írj,at,ok,,
hajdani,haj,da,ni,,
íjászok,íj,ász,ok,,
szabadalmi,szabad,al,mi,2,
bocsássak,bocs,áss,ak,,
javasoltad,java,sol,tad,,
pasiknak,pa,sik,nak,,
tudhatnak,tud,hat,nak,3,tud hat nak
csalóka,csa,ló,ka,,
vietnam,vi,et,nam,,
látomásai,látom,ás,ai,,
gyerekeiddel,gyereke,id,del,,
fúródott,fúró,do,tt,,
félrevezetni,fél,re,vezetni,2,
félrevezetni,félre,vezet,ni,,
pasimat,pa,sim,at,,
pasimat,pas,im,at,,
mindazon,mind,az,on,3,mind az on
howardot,ho,war,dot,,
howardot,ho,ward,ot,,
jessup,je,ss,up,,
jóváhagyott,jó,vá,hagyott,,
jóváhagyott,jóvá,hagy,ott,,
végrehajtás,vég,re,hajtás,,
végrehajtás,végre,hajt,ás,,
tanulhatok,tanul,ha,tok,,
tanulhatok,tanul,hat,ok,,
kutatásra,kutat,ás,ra,,
államon,ál,la,mon,,
államon,ál,lam,on,,
államon,áll,am,on,2,
fújjuk,fú,jj,uk,,
nevelési,neve,lé,si,,
faterom,fa,te,rom,,
faterom,fat,er,om,,
mégjobban,még,job,ban,2,
mégjobban,még,jobb,an,2,
veszélyeztette,veszély,ez,tette,,
veszélyeztette,veszély,ezt,ette,,
hajózni,haj,óz,ni,,
félrevezető,fél,re,vezető,3,fél re vezető
mindegyiküknek,mind,egyikük,nek,2,
társaságtól,társas,ág,tól,,
pisiltem,pisi,lt,em,,
homlokod,ho,ml,okod,,
távolinak,távol,in,ak,,
szólítottál,szólít,ot,tál,,
szólítottál,szólít,ott,ál,,
állhatnak,áll,hat,nak,3,áll hat nak
mamához,ma,má,hoz,,
nagydobra,nagy,dob,ra,2,
hotdogot,hot,do,got,,
hotdogot,hot,dog,ot,,
telefonomon,telefon,om,on,,
anyánál,any,án,ál,,
érezzen,ér,ez,zen,,
korukban,kor,uk,ban,2,
méreted,mér,et,ed,,
marcellus,mar,cell,us,,
csalónak,csa,ló,nak,,
rashid,ra,sh,id,,
sírjánál,sírj,án,ál,,
döntötted,dönt,öt,ted,,
sebhelyet,seb,hely,et,,
rágalom,rá,gal,om,,
hányadán,hány,ad,án,,
fegyvereiteket,fegyverei,te,ket,,
prototípust,pro,to,típust,,
életmódot,él,et,módot,,
életmódot,élet,mód,ot,,
álomra,ál,om,ra,,
alaposak,alap,os,ak,,
rendőrkapitányság,rend,őr,kapitányság,,
mozdulatok,mozdul,at,ok,,
dorota,do,ro,ta,,
kutatásban,kutat,ás,ban,,
születésnapodon,születés,napod,on,,
örökbefogadás,örökbe,fog,adás,,
örökbefogadás,örökbe,fogad,ás,,
terveinket,terve,in,ket,,
érdeklődésemet,érdeklődés,em,et,,
félrevezetés,fél,re,vezetés,2,
félrevezetés,félre,vezet,és,2,
hazatérés,haza,tér,és,3,haza tér és
mobiltelefont,mobil,tele,font,,
ezerért,ez,er,ért,,
emmalin,em,ma,lin,,
emmalin,em,mal,in,,
szüleitől,szül,ei,től,,
másvilágra,más,világ,ra,3,más világ ra
nottingham,not,ting,ham,,
érezhetem,ér,ez,hetem,,
máshogyan,más,hog,yan,,
máshogyan,más,hogy,an,2,
létrehozza,lét,re,hozza,,
fogadhatok,fog,adhat,ok,,
fogadhatok,fogad,ha,tok,,
fogadhatok,fogad,hat,ok,,
rendesnek,ren,des,nek,,
rendesnek,rend,es,nek,,
évjárat,év,jár,at,,
sajtóhoz,sajt,óh,oz,,
laurával,lau,rá,val,2,
tervezet,terv,ez,et,,
légierőnél,légi,erő,nél,,
rajesh,ra,je,sh,,
nyugtalannak,nyugta,lan,nak,,
őshonos,ős,ho,nos,,
maradnotok,marad,no,tok,2,
maradnotok,marad,not,ok,,
nyomtató,nyom,ta,tó,,
jelented,jel,en,ted,,
érzéseivel,érzés,ei,vel,2,
közelemből,közel,em,ből,,
doktorhoz,dok,tor,hoz,,
kísértenek,kísér,te,nek,2,
biztosítottuk,biztosít,ott,uk,,
rablási,rab,lá,si,,
wellness,we,ll,ness,,
wellness,well,ne,ss,,
csatatér,csa,ta,tér,,
ébresztettél,ébreszt,et,tél,,
igazolt,iga,zo,lt,,
rajtakapták,raj,ta,kapták,,
férfiaknál,férfi,ak,nál,2,
addams,ad,da,ms,,
télapónak,tél,apó,nak,,
alakítottam,alakít,ot,tam,,
alakítottam,alakít,ott,am,,
reméiem,rem,éi,em,,
apámnál,ap,ám,nál,2,
nestor,ne,st,or,,
mérföldről,mér,föld,ről,2,
mentheted,men,the,ted,,
mentheted,ment,he,ted,,
seggemen,segg,em,en,,
bástya,bá,st,ya,,
lovagias,lova,gi,as,,
pályaudvar,pál,ya,udvar,,
ejtettél,ej,tett,él,,
ejtettél,ejt,et,tél,,
nyerjenek,nyer,je,nek,,
dumálok,dum,ál,ok,,
booker,bo,ok,er,,
tanulásban,tanul,ás,ban,,
nagyváros,nagy,vár,os,2,
laurának,lau,rá,nak,2,
falunak,fa,lu,nak,,
falunak,fal,un,ak,,
szerepeltél,szerepe,lt,él,,
ieyasu,ie,ya,su,,
olyanban,oly,an,ban,,
kereset,ke,re,set,,
vertél,ve,rt,él,,
mikhail,mik,ha,il,,
szólóban,szó,ló,ban,2,
önbizalma,ön,biz,alma,,
farkasokat,far,ka,sokat,,
farkasokat,farka,so,kat,,
farkasokat,farka,sok,at,,
farkasokat,farkas,ok,at,,
hírnöke,hír,nö,ke,,
barátságosan,barátság,os,an,,
másiknál,má,sik,nál,,
kölcsönadom,kölcsön,ad,om,,
árthatnak,ár,that,nak,,
árthatnak,árt,hat,nak,2,
igazándiból,igazán,di,ból,,
magasból,mag,as,ból,,
álneve,ál,ne,ve,,
agyalni,agy,al,ni,,
katonaként,kato,na,ként,2,
futólépés,fu,tó,lépés,,
futólépés,futó,lép,és,,
telepata,tele,pa,ta,,
csoportokban,csoport,ok,ban,2,
szerezne,szer,ez,ne,,
karibi,ka,ri,bi,,
takumi,ta,ku,mi,,
lovaknak,lo,vak,nak,,
falkavezér,fal,ka,vezér,,
liliom,li,li,om,,
hatost,ha,to,st,,
tárgyalásnak,tárgy,al,ásnak,,
tárgyalásnak,tárgyal,ás,nak,,
ötcsillagos,öt,csillag,os,,
padlóról,pad,ló,ról,,
együttest,egy,üt,test,2,
családtagot,család,ta,got,,
családtagot,család,tag,ot,,
járőröket,jár,őr,öket,,
járőröket,jár,őrök,et,,
járőröket,járőr,ök,et,,
walternek,walt,er,nek,,
szekrényedben,szekrénye,db,en,,
egyenruhád,eg,yen,ruhád,,
egyenruhád,egy,en,ruhád,2,
jaguár,ja,gu,ár,,
ajánlatokat,ajánlat,ok,at,,
méretre,mér,et,re,,
alisha,al,is,ha,2,
keverje,ke,ver,je,,
keverje,kev,er,je,,
lássatok,láss,at,ok,,
karjaidba,karja,id,ba,,
varázst,va,ráz,st,,
létrehozták,lét,re,hozták,,
másnéven,más,név,en,3,más név en
palira,pa,li,ra,,
rendőrökre,rend,őrök,re,,
rendőrökre,rendőr,ök,re,,
teremnek,te,rem,nek,2,
percekben,perce,kb,en,,
e-mailjeit,e-mail,je,it,,
ezrest,ez,re,st,,
létrehozva,lét,re,hozva,,
létrehozva,létre,hoz,va,2,
tüntette,tünt,et,te,,
szemrehányást,szem,re,hányást,,
sírjához,sírj,áh,oz,,
hatásai,hat,ás,ai,,
kansasi,ka,nsa,si,,
kansasi,kan,sa,si,,
síneken,sí,ne,ken,,
síneken,sí,nek,en,2,
térképeket,tér,képe,ket,,
térképeket,tér,képek,et,2,
pasasról,pa,sas,ról,,
pasasról,pas,as,ról,,
tudatod,tu,da,tod,,
könyveimet,könyv,ei,met,,
könyveimet,könyve,im,et,,
hallhatta,hall,hat,ta,,
biopszia,bi,op,szia,,
mikisugi,miki,su,gi,,
őrangyalom,őr,angyal,om,,
napjaiban,nap,jai,ban,2,
kabaré,ka,ba,ré,2,
karina,ka,ri,na,,
itthagyott,itt,hagy,ott,2,
emberedet,ember,ed,et,,
napfényes,nap,fény,es,2,
nagypapám,nagy,pap,ám,2,
kamarás,ka,mar,ás,,
autómmal,autó,mm,al,,
cukipofa,cuki,po,fa,,
unokatestvér,un,oka,testvér,,
unokatestvér,uno,ka,testvér,,
unokatestvér,unoka,test,vér,,
szexibb,sze,xi,bb,,
karoddal,ka,rod,dal,,
sérteget,sért,eg,et,,
anyuhoz,an,yu,hoz,,
anyuhoz,any,uh,oz,,
járművel,jár,mű,vel,2,
háztömböt,ház,tömb,öt,,
vaughan,va,ugh,an,,
kapaszkodjanak,kapaszkodj,an,ak,,
állhattam,áll,hat,tam,2,
félreértetted,fél,re,értetted,2,
félreértetted,félre,ér,tetted,,
félreértetted,félre,ért,etted,,
félreértetted,félre,értett,ed,,
szélvédőn,szél,véd,őn,,
állomásnál,ál,lo,másnál,,
állomásnál,állom,ás,nál,,
unokaöccsét,un,oka,öccsét,,
unokaöccsét,uno,ka,öccsét,,
dolgodra,dol,god,ra,,
ishida,is,hi,da,,
hűségesen,hűség,es,en,,
shanti,sh,an,ti,,
rámutatni,rá,mutat,ni,,
rámutatni,rám,utat,ni,2,
hasonlítotok,hasonlít,ot,ok,,
fullad,fu,ll,ad,,
őslakosok,ős,lakos,ok,,
rémálmaid,rém,ál,maid,,
rémálmaid,rém,álma,id,,
hozzátenni,hozzá,ten,ni,,
intimitás,intim,it,ás,,
marshal,mar,sh,al,,
haverjaiddal,haverja,id,dal,,
haverjaiddal,haverja,idd,al,,
hozzátartozója,hozzá,tartozó,ja,2,
eszednél,es,zed,nél,,
eszednél,esz,ed,nél,,
hozzávalókat,hozzá,való,kat,2,
hozzávalókat,hozzá,valók,at,,
artériás,art,éri,ás,,
holiday,ho,li,day,,
holiday,hol,id,ay,,
puskaport,puska,po,rt,,
gatsby,ga,ts,by,,
therese,the,re,se,3,the re se
hajukat,ha,ju,kat,,
hajukat,haj,uk,at,,
gépházba,gép,ház,ba,3,gép ház ba
állomásozott,állomás,oz,ott,,
észrevesznek,ész,re,vesznek,,
észrevesznek,észre,vesz,nek,3,észre vesz nek
napjaimat,napja,im,at,,
hibátok,hi,bá,tok,,
mindkettőtökkel,mind,kettőtök,kel,,
mindkettőtökkel,mindkettő,tök,kel,,
mindkettőtökkel,mindkettőt,ök,kel,,
kerekét,ke,re,két,2,
genetika,gene,ti,ka,,
találhatok,talál,ha,tok,,
találhatok,talál,hat,ok,,
önkénteseket,önként,esek,et,,
sajnálhatod,sajnál,ha,tod,,
karrierednek,kar,ri,erednek,,
karrierednek,karrier,ed,nek,,
tettesek,te,tt,esek,,
mellemet,mell,em,et,,
gyártottak,gyárt,ot,tak,,
gyártottak,gyárt,ott,ak,,
holttestére,ho,lt,testére,,
holttestére,ho,ltt,estére,,
holttestére,hol,tt,estére,,
életfogytiglani,életfogytig,la,ni,,
munkaerőt,mun,ka,erőt,,
munkaerőt,munka,er,őt,2,
múlthéten,múlt,hé,ten,,
múlthéten,múlt,hét,en,3,múlt hét en
érdekesség,érdek,ess,ég,,
érdekesség,érdeke,ss,ég,,
testeden,te,st,eden,,
testeden,test,ed,en,2,
domina,do,mi,na,2,
gyerekesen,gyere,ke,sen,,
gyerekesen,gyere,kes,en,2,
gyerekesen,gyerek,es,en,2,
seggedből,segg,ed,ből,,
szobátokba,szobát,ok,ba,,
aikuro,ai,ku,ro,,
házidat,ház,id,at,,
tetthelyről,te,tt,helyről,,
tetthelyről,tett,hely,ről,3,tett hely ről
másikról,má,sik,ról,,
osztályának,osztály,án,ak,,
tollakat,toll,ak,at,,
szabadságunkat,szabadság,un,kat,,
féltestvére,fél,test,vére,2,
féltestvére,félt,est,vére,,
állkapcsa,áll,kap,csa,2,
kérdezgetni,kérdez,get,ni,,
járatni,jár,at,ni,,
találhatnak,tal,ál,hatnak,,
találhatnak,talál,hat,nak,2,
mocsári,mo,csá,ri,,
választalak,válasz,tal,ak,,
választalak,választ,al,ak,,
neheztelek,ne,hez,telek,,
tudásomat,tudás,om,at,,
írhatom,ír,ha,tom,2,
írhatom,ír,hat,om,,
riválisa,ri,vá,lisa,,
írországba,ír,ország,ba,2,
bizonyítható,bizonyít,ha,tó,,
munkahelyéről,mun,ka,helyéről,,
töltetet,tölt,et,et,,
áldozatának,áldozat,án,ak,,
tudhatok,tud,ha,tok,2,
tudhatok,tud,hat,ok,2,
neveltél,ne,vel,tél,,
neveltél,neve,lt,él,,
abrams,ab,ra,ms,,
hősöket,hős,ök,et,,
seregből,se,reg,ből,,
seregből,ser,eg,ből,,
forogni,fo,rog,ni,,
sikerem,si,ke,rem,,
sikerem,sik,er,em,,
valahára,val,ah,ára,2,
valahára,vala,há,ra,,
barátaikat,barát,ai,kat,,
okozzak,ok,oz,zak,,
melleidet,melle,id,et,,
szentírás,szent,ír,ás,,
köszöntök,kösz,ön,tök,,
köszöntök,kösz,önt,ök,,
apa-fia,ap,a-,fia,,
namármost,na,már,most,3,na már most
namármost,nam,ár,most,,
hassal,ha,ss,al,,
társaságnál,társas,ág,nál,,
szerszámos,szer,szám,os,,
melóhoz,me,ló,hoz,,
melóhoz,mel,óh,oz,,
intézetet,int,éz,etet,,
intézetet,intéz,et,et,,
használatos,használ,at,os,,
látványosan,látván,yo,san,,
látványosan,látvány,os,an,,
penészes,pen,ész,es,,
kínaiaknak,kínai,ak,nak,2,
tűzszerészek,tűz,sze,részek,,
lavinia,la,vi,nia,,
támadjanak,támad,ja,nak,,
támadjanak,támad,jan,ak,,
támadjanak,támadj,an,ak,,
nekilátok,neki,lá,tok,,
nekilátok,neki,lát,ok,,
viselkedésemért,viselkedés,em,ért,,
labornak,la,bor,nak,,
labornak,la,born,ak,,
pénzmosás,pénz,mos,ás,,
hallása,hal,lá,sa,,
központtal,köz,pont,tal,,
diablo,di,ab,lo,,
testvérrel,te,st,vérrel,,
segíthetett,segít,he,tett,2,
segíthetett,segít,hete,tt,,
hajdan,ha,jd,an,,
indian,in,di,an,,
együttesen,együtt,es,en,2,
tulajdonosai,tulajdon,os,ai,,
hajóútra,ha,jó,útra,,
hajóútra,hajó,út,ra,2,
alsógatyát,al,só,gatyát,,
nyugodnia,nyu,god,nia,,
bánthatja,bánt,hat,ja,,
fizetésemet,fizetés,em,et,,
rádióval,rá,dió,val,2,
inspirálta,in,spirál,ta,,
ügyedet,ügy,ed,et,,
napnyugtakor,nap,nyugta,kor,2,
címedet,cím,ed,et,,
hívásaimat,hívása,im,at,,
ismertebb,is,merte,bb,,
ismertebb,ismer,te,bb,,
egyedüllétre,egyed,ül,létre,,
egyedüllétre,egyedül,lét,re,2,
orrukat,or,ru,kat,,
orrukat,orr,uk,at,,
diadal,di,ad,al,,
tillman,ti,ll,man,,
hobbid,ho,bb,id,,
fussanak,fuss,an,ak,,
hallana,ha,ll,ana,,
hallana,hal,la,na,,
riport,ri,po,rt,,
egyetemnek,egyet,em,nek,2,
magántulajdon,mag,án,tulajdon,,
magántulajdon,magán,tulaj,don,,
renata,re,na,ta,2,
szórólap,szó,ról,ap,2,
bullet,bu,ll,et,,
folytatnak,folyt,at,nak,,
pasidat,pa,sid,at,,
pasidat,pas,id,at,,
házimunka,házi,mun,ka,,
házimunka,házim,un,ka,,
bocsánatkérésemet,bocsánat,kérése,met,,
bocsánatkérésemet,bocsánat,kérésem,et,,
bocsánatkérésemet,bocsánatkérés,em,et,,
egyetien,egye,ti,en,2,
zárjanak,zár,ja,nak,,
zárjanak,zár,jan,ak,,
zárjanak,zárj,an,ak,,
nyújtottak,nyújt,ot,tak,,
nyújtottak,nyújt,ott,ak,,
képességemet,képessé,gem,et,,
képességemet,képesség,em,et,,
gyilkosságokkal,gyilkosság,ok,kal,,
eszeveszett,esz,eve,szett,,
eszeveszett,esze,ve,szett,,
szeretnivaló,szeret,ni,való,2,
szeretnivaló,szeretni,va,ló,,
gennaro,gen,na,ro,,
hajtóműveket,hajtómű,ve,ket,,
guster,gu,st,er,,
váltsa,vá,lt,sa,,
öngyilkossággal,ön,gyilkosság,gal,,
istenként,is,ten,ként,2,
istenként,ist,en,ként,2,
pontatlan,pont,at,lan,,
otthonosan,otthon,os,an,,
shillinget,shi,ll,inget,,
shillinget,shil,lin,get,,
shillinget,shil,ling,et,,
méretem,mér,et,em,,
dallasba,dal,las,ba,2,
szabadba,szab,ad,ba,,
másabb,má,sa,bb,,
panama,pa,na,ma,,
műsoron,mű,so,ron,,
műsoron,mű,sor,on,2,
magyarázatnak,magyaráz,at,nak,,
keresztülmentél,kereszt,ül,mentél,,
keresztülmentél,keresztül,men,tél,,
keresztülmentél,keresztül,ment,él,2,
barátságosnak,barátság,os,nak,,
létrehoztak,lét,re,hoztak,,
létrehoztak,létre,hoz,tak,2,
gondolatokkal,gondol,at,okkal,,
gondolatokkal,gondolat,ok,kal,,
vitamint,vi,ta,mint,,
vitamint,vi,tam,int,,
tisztviselők,tiszt,visel,ők,,
hotelnél,ho,tel,nél,,
kapcsolódott,kapcsoló,do,tt,,
utasításig,utasít,ás,ig,,
korlátot,kor,lát,ot,,
továbbmenni,tovább,men,ni,,
takashi,ta,ka,shi,,
takashi,tak,as,hi,,
irányult,irán,yu,lt,,
gépjármű,gép,jár,mű,2,
hívására,hív,ás,ára,,
szabálysértés,szabály,sért,és,,
újjászülettem,újjá,szül,ettem,,
calhoun,cal,ho,un,,
jelentkezek,jelen,tk,ezek,2,
ritter,ri,tt,er,,
antikrisztus,an,ti,krisztus,,
akadályozhatja,akadályoz,hat,ja,,
keltsen,ke,lt,sen,,
keltsen,kel,ts,en,,
szófordulat,szó,fordul,at,,
oszoljanak,oszolj,an,ak,,
égetem,ég,et,em,,
együttélés,együtt,él,és,2,
hallotam,hal,lo,tam,,
hallotam,hall,ot,am,,
vásárlási,vásár,lá,si,,
bulihoz,bu,li,hoz,,
bőrére,bő,ré,re,2,
ejtenek,ej,te,nek,2,
nyakadban,nyak,ad,ban,,
nyakadban,nyaka,db,an,,
jóváhagyja,jó,vá,hagyja,,
jóváhagyja,jóvá,hagy,ja,,
helyzetedet,helyzet,ed,et,,
valentino,val,en,tino,2,
pasiról,pa,si,ról,,
reklámozni,reklám,oz,ni,,
értékeltem,értéke,lt,em,,
magyarázatra,magyaráz,at,ra,,
osztálytársam,osztály,tár,sam,,
osztálytársam,osztály,társ,am,,
osztálytársam,osztályt,ár,sam,,
olaszországból,olasz,ország,ból,2,
határokon,hat,árok,on,2,
határokon,határ,ok,on,,
hátteret,há,tt,eret,,
csinálnotok,csinál,no,tok,2,
csinálnotok,csinál,not,ok,,
tudtomra,tud,tom,ra,3,tud tom ra
emeljen,eme,lj,en,,
bíróhoz,bír,óh,oz,,
lányomért,lá,nyom,ért,,
lányomért,lány,om,ért,2,
jehova,je,ho,va,,
tudománya,tudom,án,ya,,
vasútállomás,vas,út,állomás,,
vasútállomás,vasút,állom,ás,,
járhatnak,jár,hat,nak,3,jár hat nak
remélted,rem,él,ted,,
remélted,rem,élt,ed,,
rátenni,rá,ten,ni,,
rázott,rá,zo,tt,,
foglalkozzatok,foglalkozz,at,ok,,
vallomások,val,lo,mások,2,
vallomások,vall,om,ások,,
vallomások,vallom,ás,ok,,
vadászokat,vadász,ok,at,,
patkányokkal,patkány,ok,kal,,
szerdánként,szer,dán,ként,,
bizsereg,biz,se,reg,,
bizsereg,biz,ser,eg,,
vérminta,vér,min,ta,,
angelának,ange,lá,nak,,
angelának,angel,án,ak,,
kapcsolattal,kapcsol,at,tal,,
riporternek,ri,porter,nek,,
riporternek,riport,er,nek,,
végignézem,vég,ig,nézem,,
végignézem,végig,néz,em,2,
